DepartureTime,FlightNumber,;#Flight Id,Category,Positions,Terminal,Ground Handler,MakeupUnit,MakeupOpening,MakeupClosing,AssignedCarousel,UnassignedReason,OriginalCategory,FinalCategory,CategoryChanged,AssignedCarousels,SplitCount
2040-12-06 18:15:00,TR3639,1030,Narrow,3,E,TR,T5CE008L,2040-12-06 15:45:00,2040-12-06 17:45:00,MUC203,,Narrow,Narrow,NO,MUC203,1
2040-12-06 18:20:00,TR2158,1016,Narrow,3,E,TR,T5CE011L,2040-12-06 15:50:00,2040-12-06 17:50:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-06 18:35:00,TR1974,977,Narrow,3,W,TR,T5CW001L,2040-12-06 16:05:00,2040-12-06 18:05:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-06 18:50:00,TR2426,1053,Narrow,3,E,TR,T5CE009L,2040-12-06 16:20:00,2040-12-06 18:20:00,MUC101,,Narrow,Narrow,NO,MUC101,1
2040-12-06 19:00:00,TR78,1021,Narrow,3,E,TR,T5CE009R,2040-12-06 16:30:00,2040-12-06 18:30:00,MUC102,,Narrow,Narrow,NO,MUC102,1
2040-12-06 19:00:00,TR2952,1031,Narrow,3,W,TR,T5CW011R,2040-12-06 16:30:00,2040-12-06 18:30:00,MUC209,,Narrow,Narrow,NO,MUC209,1
2040-12-06 19:00:00,TZ2404,999,Wide,7,E,TZ,T5CE001,2040-12-06 16:30:00,2040-12-06 18:30:00,MUC102,,Wide,Wide,NO,MUC102,1
2040-12-06 19:15:00,TR2332,1134,Narrow,3,W,TR,T5CW002R,2040-12-06 16:45:00,2040-12-06 18:45:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-06 19:15:00,TR72,1032,Narrow,3,W,TR,T5CW011L,2040-12-06 16:45:00,2040-12-06 18:45:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-06 19:20:00,TR3649,1004,Narrow,3,E,TR,T5CE011L,2040-12-06 16:50:00,2040-12-06 18:50:00,SPLIT,,Narrow,Narrow,NO,MUC103+MUC104+MUC201,3
2040-12-06 19:25:00,TR74,1022,Narrow,3,W,TR,T5CW003R,2040-12-06 16:55:00,2040-12-06 18:55:00,MUC106,,Narrow,Narrow,NO,MUC106,1
2040-12-06 19:25:00,TR90,1135,Narrow,3,W,TR,T5CW006R,2040-12-06 16:55:00,2040-12-06 18:55:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-06 19:30:00,TR68,1169,Narrow,3,E,TR,T5CE011R,2040-12-06 17:00:00,2040-12-06 19:00:00,SPLIT,,Narrow,Narrow,NO,MUC202+MUC203+MUC204,3
2040-12-06 19:30:00,TZ3627,1012,Wide,7,E,TZ,T5CE004,2040-12-06 17:00:00,2040-12-06 19:00:00,MUC104,,Wide,Wide,NO,MUC104,1
2040-12-06 19:40:00,TR1998,1046,Narrow,3,E,TR,T5CE008L,2040-12-06 17:10:00,2040-12-06 19:10:00,MUC103,,Narrow,Narrow,NO,MUC103,1
2040-12-06 19:55:00,TR3645,1081,Narrow,3,E,TR,T5CE008R,2040-12-06 17:25:00,2040-12-06 19:25:00,MUC104,,Narrow,Narrow,NO,MUC104,1
2040-12-06 20:00:00,TZ504,1073,Wide,7,E,TZ,T5CE010,2040-12-06 17:30:00,2040-12-06 19:30:00,MUC202,,Wide,Wide,NO,MUC202,1
2040-12-06 20:00:00,TZ3625,1023,Wide,7,E,TZ,T5CE003,2040-12-06 17:30:00,2040-12-06 19:30:00,MUC201,,Wide,Wide,NO,MUC201,1
2040-12-06 20:00:00,TZ3623,1177,Wide,7,W,TZ,T5CW009,2040-12-06 17:30:00,2040-12-06 19:30:00,MUC109,,Wide,Wide,NO,MUC109,1
2040-12-06 20:00:00,MI8,1070,Narrow,3,W,MI,T5CW003L,2040-12-06 17:30:00,2040-12-06 19:30:00,MUC108,,Narrow,Narrow,NO,MUC108,1
2040-12-06 20:10:00,TR4182,1180,Narrow,3,W,TR,T5CW001R,2040-12-06 17:40:00,2040-12-06 19:40:00,MUC110,,Narrow,Narrow,NO,MUC110,1
2040-12-06 20:10:00,TZ502,1054,Wide,7,E,TZ,T5CE006,2040-12-06 17:40:00,2040-12-06 19:40:00,MUC203,,Wide,Wide,NO,MUC203,1
2040-12-06 20:15:00,TZ3619,1055,Wide,7,W,TZ,T5CW010,2040-12-06 17:45:00,2040-12-06 19:45:00,MUC206,,Wide,Wide,NO,MUC206,1
2040-12-06 20:15:00,TZ3605,1037,Wide,7,W,TZ,T5CW007,2040-12-06 17:45:00,2040-12-06 19:45:00,MUC205,,Wide,Wide,NO,MUC205,1
2040-12-06 20:20:00,TR5005,1185,Narrow,3,W,TR,T5CW002R,2040-12-06 17:50:00,2040-12-06 19:50:00,MUC207,,Narrow,Narrow,NO,MUC207,1
2040-12-06 20:30:00,TR3661,1043,Narrow,3,E,TR,T5CE005R,2040-12-06 18:00:00,2040-12-06 20:00:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-06 20:30:00,TR1966,1058,Narrow,3,W,TR,T5CW006L,2040-12-06 18:00:00,2040-12-06 20:00:00,MUC109,,Narrow,Narrow,NO,MUC109,1
2040-12-06 20:40:00,TR3663,1187,Narrow,3,E,TR,T5CE008L,2040-12-06 18:10:00,2040-12-06 20:10:00,MUC201,,Narrow,Narrow,NO,MUC201,1
2040-12-06 20:55:00,TR3613,1188,Narrow,3,W,TR,T5CW001L,2040-12-06 18:25:00,2040-12-06 20:25:00,MUC205,,Narrow,Narrow,NO,MUC205,1
2040-12-06 20:55:00,TR3617,1189,Narrow,3,E,TR,T5CE007R,2040-12-06 18:25:00,2040-12-06 20:25:00,MUC202,,Narrow,Narrow,NO,MUC202,1
2040-12-06 21:00:00,TZ224,1125,Wide,7,W,TZ,T5CW005,2040-12-06 18:30:00,2040-12-06 20:30:00,MUC207,,Wide,Wide,NO,MUC207,1
2040-12-06 21:10:00,TZ3613,1195,Wide,7,E,TZ,T5CE001,2040-12-06 18:40:00,2040-12-06 20:40:00,MUC204,,Wide,Wide,NO,MUC204,1
2040-12-06 21:15:00,TR2664,1196,Narrow,3,W,TR,T5CW003L,2040-12-06 18:45:00,2040-12-06 20:45:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-06 21:25:00,TZ3615,1198,Wide,7,E,TZ,T5CE004,2040-12-06 18:55:00,2040-12-06 20:55:00,MUC101,,Wide,Wide,NO,MUC101,1
2040-12-06 21:30:00,TR3655,1099,Narrow,3,W,TR,T5CW007R,2040-12-06 19:00:00,2040-12-06 21:00:00,MUC209,,Narrow,Narrow,NO,MUC209,1
2040-12-06 21:40:00,TR2988,1200,Narrow,3,W,TR,T5CW008L,2040-12-06 19:10:00,2040-12-06 21:10:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-06 22:00:00,TR3657,1117,Narrow,3,E,TR,T5CE008L,2040-12-06 19:30:00,2040-12-06 21:30:00,MUC102,,Narrow,Narrow,NO,MUC102,1
2040-12-06 22:15:00,TR2652,1202,Narrow,3,W,TR,T5CW006R,2040-12-06 19:45:00,2040-12-06 21:45:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-06 22:25:00,TZ6,1136,Wide,7,W,TZ,T5CW004,2040-12-06 19:55:00,2040-12-06 21:55:00,MUC106,,Wide,Wide,NO,MUC106,1
2040-12-06 22:30:00,TR2624,1203,Narrow,3,W,TR,T5CW007R,2040-12-06 20:00:00,2040-12-06 22:00:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-06 23:00:00,TR2668,1204,Narrow,3,W,TR,T5CW008L,2040-12-06 20:30:00,2040-12-06 22:30:00,MUC108,,Narrow,Narrow,NO,MUC108,1
